age,education,black,hispanic,married,nodegree,re74,re75,t,y
22.0,12.0,0.0,0.0,1.0,0.0,8816.7,10741.935,1,27874.746
25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,1,32604.127
29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,1,10789.258
22.0,16.0,0.0,0.0,1.0,0.0,7837.0674,16112.903,1,4528.1597
34.0,12.0,0.0,0.0,1.0,0.0,9404.48,9166.451,1,13770.64
31.0,14.0,0.0,0.0,1.0,0.0,31348.27,34016.13,1,29454.193
26.0,14.0,1.0,0.0,1.0,0.0,21943.787,25959.678,1,23762.576
45.0,12.0,0.0,0.0,1.0,0.0,24686.762,15217.742,1,19782.326
40.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.0
23.0,12.0,0.0,0.0,1.0,0.0,21551.936,21483.871,1,19536.426
54.0,3.0,0.0,0.0,1.0,1.0,24530.02,19514.516,1,21021.105
49.0,12.0,0.0,0.0,1.0,0.0,27429.734,26854.84,1,0.0
38.0,12.0,0.0,0.0,1.0,0.0,29389.002,26496.773,1,47531.01
47.0,12.0,0.0,0.0,1.0,0.0,35266.8,40103.227,1,38963.95
27.0,10.0,0.0,0.0,1.0,1.0,9404.48,11812.548,1,25899.547
46.0,8.0,0.0,0.0,1.0,1.0,14498.574,10741.935,1,19766.75
52.0,12.0,0.0,0.0,1.0,0.0,37226.07,35831.516,1,45780.453
32.0,11.0,1.0,0.0,1.0,1.0,6524.3584,0.0,1,10946.864
41.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0
52.0,10.0,0.0,0.0,1.0,1.0,35266.8,17187.098,1,79709.18
22.0,13.0,0.0,0.0,0.0,0.0,783.7067,0.0,1,0.0
32.0,12.0,1.0,0.0,1.0,0.0,7837.0674,5370.968,1,0.0
37.0,13.0,0.0,0.0,1.0,0.0,45063.137,35806.453,1,25638.39
39.0,14.0,0.0,0.0,1.0,0.0,31348.27,27750.0,1,29822.996
30.0,14.0,0.0,0.0,1.0,0.0,16653.768,17545.16,1,21406.959
28.0,9.0,1.0,0.0,1.0,1.0,7837.0674,8235.484,1,0.0
43.0,6.0,1.0,0.0,1.0,1.0,19912.03,16112.903,1,15204.758
28.0,17.0,0.0,0.0,1.0,0.0,27037.883,27750.0,1,15513.172
28.0,16.0,1.0,0.0,1.0,0.0,23511.201,16112.903,1,10791.461
46.0,12.0,0.0,0.0,1.0,0.0,29389.002,24214.113,1,29018.637
23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.0
31.0,12.0,0.0,1.0,1.0,0.0,26841.955,6982.2583,1,19334.186
47.0,10.0,1.0,0.0,1.0,1.0,29389.002,26854.84,1,34288.715
29.0,16.0,1.0,0.0,1.0,0.0,28409.37,32225.807,1,33315.926
26.0,17.0,0.0,0.0,1.0,0.0,15674.134,16829.031,1,20292.951
53.0,13.0,0.0,0.0,1.0,0.0,35658.656,35806.453,1,26343.568
30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1,6344.5146
41.0,4.0,1.0,0.0,0.0,1.0,7494.1953,5370.968,1,7440.7324
34.0,12.0,0.0,0.0,1.0,0.0,24486.916,22200.0,1,31481.016
47.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0
22.0,11.0,0.0,0.0,1.0,1.0,6442.0693,5818.5483,1,0.0
32.0,12.0,0.0,0.0,1.0,0.0,23511.201,25064.516,1,30950.89
18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,1,2350.8735
31.0,9.0,0.0,0.0,1.0,1.0,22531.568,21483.871,1,25380.395
24.0,16.0,0.0,0.0,0.0,0.0,19592.668,17903.227,1,40522.965
21.0,12.0,1.0,0.0,1.0,0.0,9796.334,4296.7744,1,8636.042
40.0,5.0,1.0,0.0,1.0,1.0,10188.187,12174.194,1,5351.075
23.0,13.0,0.0,0.0,1.0,0.0,19592.668,21483.871,1,21473.639
25.0,13.0,0.0,0.0,0.0,0.0,23511.201,14322.581,1,31351.283
42.0,16.0,0.0,0.0,1.0,0.0,26450.102,27499.355,1,36399.375
22.0,13.0,1.0,0.0,1.0,0.0,11755.601,15217.742,1,19923.457
43.0,12.0,0.0,0.0,1.0,0.0,15674.134,14680.645,1,19605.047
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,6855.988
24.0,16.0,0.0,0.0,1.0,0.0,20200.041,17903.227,1,0.0
27.0,17.0,0.0,0.0,1.0,0.0,27429.734,27750.0,1,31007.49
44.0,7.0,1.0,0.0,1.0,1.0,10775.967,10741.935,1,8288.372
21.0,15.0,0.0,0.0,0.0,0.0,0.0,3222.5806,1,0.0
37.0,9.0,1.0,0.0,1.0,1.0,15674.134,16112.903,1,23492.83
26.0,12.0,0.0,0.0,1.0,0.0,7406.0283,0.0,1,0.0
25.0,16.0,0.0,0.0,0.0,0.0,25078.615,25601.613,1,41679.195
43.0,12.0,0.0,0.0,1.0,0.0,30564.562,23811.29,1,8344.866
35.0,12.0,0.0,0.0,0.0,0.0,13714.868,15038.71,1,0.0
48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
23.0,12.0,0.0,1.0,1.0,0.0,25470.469,21483.871,1,23459.062
23.0,16.0,0.0,0.0,1.0,0.0,14694.501,23274.193,1,29924.49
29.0,14.0,0.0,0.0,1.0,0.0,19200.814,21483.871,1,24170.693
20.0,10.0,0.0,0.0,0.0,1.0,2938.9001,8951.613,1,21708.545
34.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,16666.764
38.0,9.0,1.0,0.0,1.0,1.0,4228.0977,7941.871,1,0.0
27.0,16.0,0.0,0.0,1.0,0.0,22531.568,21483.871,1,16222.886
24.0,12.0,1.0,0.0,0.0,0.0,783.7067,0.0,1,0.0
37.0,12.0,0.0,0.0,1.0,0.0,11430.363,11372.129,1,17779.521
53.0,12.0,0.0,0.0,1.0,0.0,26450.102,25064.516,1,30481.164
46.0,17.0,0.0,0.0,0.0,0.0,21258.045,24094.16,1,30080.639
25.0,9.0,1.0,0.0,1.0,1.0,5877.8003,6266.129,1,24330.762
53.0,13.0,0.0,0.0,1.0,0.0,1567.4135,3938.7097,1,0.0
27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,1,0.0
25.0,9.0,0.0,0.0,0.0,1.0,5877.8003,13427.419,1,0.0
28.0,8.0,0.0,0.0,1.0,1.0,9404.48,14322.581,1,11979.554
26.0,16.0,0.0,0.0,1.0,0.0,21551.936,20588.71,1,16680.363
51.0,12.0,0.0,0.0,1.0,0.0,16849.695,19693.549,1,25545.53
21.0,12.0,1.0,0.0,0.0,0.0,19592.668,716.129,1,14453.633
25.0,14.0,1.0,0.0,1.0,0.0,20768.229,23274.193,1,23307.701
19.0,10.0,0.0,0.0,1.0,1.0,10775.967,14322.581,1,20539.426
25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,1,0.0
27.0,9.0,0.0,0.0,1.0,1.0,11749.723,2327.4194,1,7785.7495
33.0,13.0,0.0,0.0,1.0,0.0,48981.67,32225.807,1,39519.95
26.0,12.0,0.0,0.0,1.0,0.0,19592.668,21125.807,1,19347.998
31.0,9.0,1.0,0.0,1.0,1.0,6024.7456,5621.613,1,4081.867
53.0,8.0,0.0,0.0,1.0,1.0,12235.621,0.0,1,6365.3774
22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,1,13189.225
37.0,8.0,0.0,0.0,1.0,1.0,15674.134,26317.742,1,17601.775
34.0,12.0,0.0,0.0,1.0,0.0,29389.002,30793.549,1,25244.703
28.0,11.0,0.0,0.0,1.0,1.0,23511.201,5370.968,1,0.0
38.0,12.0,0.0,0.0,1.0,0.0,23511.201,16112.903,1,15716.48
47.0,17.0,0.0,0.0,1.0,0.0,52900.203,49233.87,1,42491.547
49.0,9.0,0.0,0.0,1.0,1.0,22727.494,30435.484,1,46476.164
51.0,8.0,0.0,0.0,1.0,1.0,23511.201,27019.549,1,21640.209
46.0,14.0,0.0,0.0,1.0,0.0,35266.8,33120.97,1,38197.844
19.0,11.0,0.0,0.0,0.0,1.0,4114.4604,4654.839,1,2901.0823
25.0,15.0,0.0,0.0,1.0,0.0,17633.4,16112.903,1,12252.477
23.0,9.0,1.0,0.0,1.0,1.0,17633.4,12532.258,1,18926.537
42.0,12.0,0.0,0.0,1.0,0.0,18879.494,17008.064,1,11715.283
43.0,11.0,1.0,0.0,1.0,1.0,17633.4,14322.581,1,16228.994
29.0,15.0,0.0,0.0,0.0,0.0,30368.635,28645.16,1,8040.425
21.0,12.0,1.0,0.0,0.0,0.0,1959.2668,5460.484,1,8768.202
55.0,10.0,0.0,0.0,1.0,1.0,28330.998,28602.193,1,27288.846
52.0,8.0,1.0,0.0,1.0,1.0,35266.8,33120.97,1,27690.06
43.0,12.0,0.0,0.0,0.0,0.0,32327.902,33479.03,1,35591.203
20.0,12.0,0.0,0.0,0.0,0.0,4811.9595,716.129,1,0.0
40.0,16.0,0.0,0.0,1.0,0.0,43103.87,39387.098,1,38840.113
24.0,10.0,1.0,0.0,0.0,1.0,3152.4602,3902.9033,1,0.0
48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
48.0,11.0,0.0,0.0,1.0,1.0,22178.9,19693.549,1,19259.115
24.0,12.0,0.0,0.0,1.0,0.0,18808.96,18798.387,1,9347.027
35.0,10.0,0.0,0.0,1.0,1.0,15921.002,16148.71,1,12789.776
22.0,16.0,0.0,0.0,0.0,0.0,0.0,22558.064,1,20646.402
38.0,14.0,0.0,0.0,1.0,0.0,27429.734,68032.26,1,53014.523
47.0,10.0,1.0,0.0,1.0,1.0,29389.002,26854.84,1,27240.328
47.0,17.0,0.0,0.0,1.0,0.0,37343.625,28906.549,1,40198.812
26.0,12.0,1.0,0.0,1.0,0.0,25088.41,23274.193,1,18318.766
24.0,13.0,1.0,0.0,1.0,0.0,19592.668,11637.097,1,16083.784
36.0,16.0,0.0,0.0,0.0,0.0,27429.734,30256.451,1,34581.88
20.0,12.0,1.0,0.0,1.0,0.0,13714.868,12532.258,1,20679.45
24.0,12.0,0.0,0.0,1.0,0.0,18808.96,17903.227,1,20440.395
20.0,12.0,1.0,0.0,0.0,0.0,3730.444,8951.613,1,9481.119
28.0,14.0,1.0,0.0,1.0,0.0,11755.601,0.0,1,13071.274
25.0,12.0,0.0,0.0,1.0,0.0,19641.65,8736.774,1,18694.602
23.0,15.0,0.0,0.0,1.0,0.0,16653.768,13427.419,1,19799.166
34.0,12.0,1.0,0.0,1.0,0.0,19592.668,17366.129,1,23830.0
32.0,11.0,1.0,0.0,0.0,1.0,9796.334,14322.581,1,0.0
32.0,12.0,0.0,0.0,0.0,0.0,35070.875,32225.807,1,39091.48
25.0,9.0,0.0,0.0,1.0,1.0,14263.462,12890.323,1,17904.55
40.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1,4745.021
24.0,12.0,0.0,1.0,1.0,0.0,16457.842,8951.613,1,0.0
30.0,17.0,0.0,0.0,1.0,0.0,27429.734,25064.516,1,22555.797
20.0,14.0,0.0,0.0,0.0,0.0,15674.134,17008.064,1,13845.396
39.0,17.0,0.0,0.0,1.0,0.0,24823.91,25064.516,1,25381.746
50.0,12.0,0.0,0.0,1.0,0.0,37226.07,39029.03,1,30270.883
38.0,9.0,0.0,0.0,1.0,1.0,25470.469,21483.871,1,31184.53
27.0,16.0,0.0,0.0,1.0,0.0,20572.3,18619.355,1,24801.643
47.0,7.0,0.0,0.0,1.0,1.0,27821.59,27929.031,1,28748.328
32.0,12.0,0.0,0.0,1.0,0.0,19592.668,21483.871,1,22999.262
27.0,12.0,0.0,0.0,1.0,0.0,26646.03,29540.322,1,18851.7
40.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0
35.0,11.0,1.0,0.0,1.0,1.0,11755.601,8951.613,1,12902.783
41.0,8.0,1.0,0.0,1.0,1.0,1716.3177,8378.71,1,7322.527
22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,1,11131.056
55.0,14.0,0.0,0.0,1.0,0.0,17633.4,19693.549,1,24336.27
49.0,10.0,1.0,0.0,1.0,1.0,10775.967,0.0,1,0.0
27.0,15.0,1.0,0.0,0.0,0.0,25470.469,24169.355,1,19838.043
31.0,12.0,0.0,0.0,1.0,0.0,19592.668,21483.871,1,27766.465
19.0,12.0,0.0,0.0,1.0,0.0,2547.0469,10741.935,1,3121.7625
23.0,12.0,0.0,0.0,1.0,0.0,19592.668,21215.322,1,27284.02
34.0,16.0,0.0,0.0,1.0,0.0,28409.37,32583.871,1,28084.172
27.0,14.0,1.0,0.0,0.0,0.0,13812.831,17036.71,1,2733.9758
38.0,14.0,0.0,0.0,1.0,0.0,16653.768,16112.903,1,22621.283
54.0,7.0,0.0,0.0,1.0,1.0,15674.134,16112.903,1,26397.006
27.0,12.0,1.0,0.0,1.0,0.0,19592.668,17724.193,1,29627.504
55.0,12.0,0.0,0.0,1.0,0.0,23511.201,22916.129,1,25479.395
39.0,7.0,0.0,0.0,1.0,1.0,13714.868,6624.1934,1,16540.158
24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,1,10037.293
40.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
28.0,9.0,0.0,0.0,0.0,1.0,15086.354,13248.387,1,18946.639
24.0,9.0,1.0,0.0,0.0,1.0,5877.8003,5370.968,1,5417.6606
48.0,8.0,1.0,0.0,1.0,1.0,16261.914,11637.097,1,17644.318
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5194.1753
41.0,10.0,1.0,0.0,1.0,1.0,21551.936,20767.742,1,10554.167
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1,13125.057
28.0,12.0,1.0,0.0,1.0,0.0,14694.501,14859.677,1,19087.438
25.0,12.0,0.0,1.0,1.0,0.0,22335.643,24169.355,1,34460.902
50.0,7.0,1.0,0.0,1.0,1.0,13714.868,12532.258,1,24918.15
27.0,14.0,1.0,0.0,1.0,0.0,17633.4,16112.903,1,21513.027
29.0,12.0,0.0,1.0,1.0,0.0,34287.168,26541.531,1,31751.736
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
43.0,3.0,1.0,0.0,1.0,1.0,17.633402,0.0,1,10653.017
42.0,6.0,0.0,0.0,1.0,1.0,23511.201,17903.227,1,34819.78
46.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,1,9541.958
54.0,16.0,0.0,0.0,1.0,0.0,24686.762,26854.84,1,36904.97
27.0,12.0,0.0,0.0,1.0,0.0,15674.134,12532.258,1,15699.037
26.0,17.0,0.0,0.0,1.0,0.0,12735.234,25064.516,1,20387.316
54.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0
37.0,17.0,0.0,0.0,1.0,0.0,34287.168,35806.453,1,31099.432
20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1,0.0
23.0,12.0,1.0,0.0,1.0,0.0,16708.627,10491.29,1,2844.5117
44.0,12.0,0.0,0.0,1.0,0.0,0.0,71612.91,1,49855.953
46.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,1,14803.589
34.0,12.0,0.0,0.0,1.0,0.0,33307.535,34016.13,1,25032.33
23.0,12.0,0.0,0.0,1.0,0.0,24098.982,26854.84,1,29331.408
42.0,9.0,0.0,0.0,1.0,1.0,28017.516,23453.227,1,25366.654
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4245.1406
23.0,12.0,0.0,0.0,1.0,0.0,19096.975,20683.598,1,14375.488
31.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1,13049.294
37.0,17.0,0.0,0.0,1.0,0.0,50940.938,44758.066,1,61894.977
40.0,8.0,1.0,0.0,1.0,1.0,8816.7,8056.4517,1,0.0
26.0,12.0,0.0,0.0,1.0,0.0,22727.494,21483.871,1,31478.23
41.0,17.0,0.0,0.0,1.0,0.0,59385.38,59438.71,1,73125.1
53.0,12.0,0.0,0.0,1.0,0.0,41144.6,42967.742,1,39408.73
23.0,12.0,0.0,0.0,1.0,0.0,17633.4,0.0,1,12014.849
52.0,12.0,0.0,0.0,1.0,0.0,33307.535,34171.887,1,36029.01
21.0,13.0,0.0,0.0,0.0,0.0,9796.334,16112.903,1,25831.701
27.0,16.0,0.0,0.0,1.0,0.0,29976.781,30793.549,1,44115.39
31.0,16.0,0.0,0.0,1.0,0.0,11784.99,9846.774,1,18827.686
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,10843.535
46.0,12.0,0.0,0.0,0.0,0.0,23918.729,12532.258,1,17122.037
25.0,12.0,0.0,0.0,1.0,0.0,0.0,5729.032,1,4951.0537
27.0,12.0,0.0,0.0,0.0,0.0,19200.814,19514.516,1,15461.239
31.0,10.0,0.0,0.0,1.0,1.0,23315.275,2467.0645,1,22612.262
50.0,7.0,1.0,0.0,1.0,1.0,13714.868,12532.258,1,19726.002
52.0,9.0,0.0,0.0,1.0,1.0,24627.984,25064.516,1,22196.086
41.0,17.0,0.0,0.0,1.0,0.0,21551.936,23274.193,1,22414.281
37.0,17.0,0.0,0.0,1.0,0.0,42712.016,43862.902,1,63238.656
